RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,zip,date,rent_price,year,month,quarter,year_month,rent_ma_3m,rent_ma_6m,rent_ma_12m,rent_std_3m,rent_std_12m,rent_lag_1m,rent_lag_3m,rent_lag_6m,rent_lag_12m,rent_pct_change_1m,rent_pct_change_3m,rent_pct_change_6m,rent_pct_change_12m,rent_momentum_3m,rent_momentum_6m,rent_momentum_12m,rent_acceleration,rent_yoy,month_sin,month_cos,time_index,rent_vs_12m_avg,rent_vs_12m_min,rent_vs_12m_max,avg_gentrification_score,std_gentrification_score,total_gentrification_score,business_count,gentrified_business_count,gentrification_rate,avg_indicator_count,high_price_business_count,trendy_category_business_count,high_engagement_business_count,avg_rating,std_rating,median_rating,avg_review_count,total_reviews,median_review_count,high_price_business_pct,gentrification_intensity,business_quality_index,premium_business_density,lagged_rent_gentrification_interaction,lagged_rent_gentrification_score_interaction,momentum_gentrification_interaction,target
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2019-12-31,2857.6172254286535,2019,12,4,2019-12,2833.82359237371,2848.2350203892515,2812.767913501682,20.608902924573815,59.83768446759972,2822.279124096578,2830.3229548077866,2871.2203928706977,,0.012521122035860754,0.009643518091991155,-0.0047377649851684245,,27.294270620866882,-13.603167442044196,,0.01227136909871085,,-2.4492935982947064e-16,1.0,11,1.0159449031367602,1.0526356092838354,0.9872645319793621,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2856.606036549965
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-01-31,2856.606036549965,2020,1,1,2020-01,2845.500795358399,2841.922729796819,2824.591252384087,20.116911738165747,52.2390445566669,2857.6172254286535,2821.574427595899,2894.479780104558,2714.7259699611,-0.0003538573569931147,0.012415624628379751,-0.01308481883857715,0.052263126429257456,35.03160895406609,-37.87374355459269,141.88006658886525,-0.01287497939285387,0.052263126429257456,0.49999999999999994,0.8660254037844387,12,1.0113343069156842,1.0508371716407652,0.9869151811614228,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2879.642473627205
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-02-29,2879.642473627205,2020,2,1,2020-02,2864.621911868608,2844.673707017681,2838.0273108228175,13.018009924521044,42.22008763876158,2856.606036549965,2822.279124096578,2863.136610302034,2718.4097723624423,0.008064268149857279,0.020325186492313962,0.005764958355734873,0.05931140437471405,57.36334953062715,16.50586332517105,161.2327012647629,0.008418125506850394,0.05931140437471405,0.8660254037844386,0.5000000000000001,13,1.014663411675317,1.045696954384672,0.9948739298234736,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2918.0825052065916
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-03-31,2918.0825052065916,2020,3,1,2020-03,2884.7770051279203,2859.3002987508153,2851.7173442171484,31.05819714537673,38.9333210803986,2879.642473627205,2857.6172254286535,2830.3229548077866,2753.802104474615,0.013348890333238828,0.02115933486118604,0.031006903381725515,0.05965584835055493,60.46527977793812,87.759550398805,164.28040073197644,0.005284622183381549,0.05965584835055493,1.0,6.123233995736766e-17,14,1.023271998230828,1.0532333959797346,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0031320007456
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-04-30,2985.0031320007456,2020,4,2,2020-04,2927.576036944847,2886.538416151623,2869.584741999277,53.31803111401683,46.73627555852628,2918.0825052065916,2856.606036549965,2821.574427595899,2770.5943586152093,0.022933082486444656,0.04494742845459032,0.05792110348267321,0.07738728432721609,128.3970954507804,163.42870440484648,214.40877338553628,0.009584192153205828,0.07738728432721609,0.8660254037844387,-0.49999999999999983,15,1.040221286485185,1.0579211034826732,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973.491348202377
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-05-31,2973.491348202377,2020,5,2,2020-05,2958.8589951365716,2911.7404535025894,2881.121334232758,35.77948979250795,53.964675040603474,2985.0031320007456,2879.642473627205,2822.279124096578,2835.0522414006077,-0.0038565399395921185,0.03259046059872839,0.05357805428058171,0.0488312366100796,93.84887457517198,151.21222410579912,138.4391068017694,-0.026789622426036774,0.0488312366100796,0.49999999999999994,-0.8660254037844387,16,1.0320604387160313,1.053841188494155,0.9961434600604079,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2915.186605210987
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-06-30,2915.186605210987,2020,6,2,2020-06,2957.8936951380365,2921.3353501329784,2884.785185261115,37.43062835543478,54.7185991890131,2973.491348202377,2918.0825052065916,2857.6172254286535,2871.2203928706977,-0.019608176437654,-0.0009923982582525914,0.020145938115871287,0.015312726410504185,-2.8958999956043954,57.569379782333726,43.96621234028953,-0.015751636498061883,0.015312726410504185,1.2246467991473532e-16,-1.0,17,1.0105385385730619,1.0331772845328946,0.9766109033383282,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.298092939378
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-07-31,2809.298092939378,2020,7,3,2020-07,2899.325348784247,2913.4506928645474,2877.6867113306835,83.23785713268362,58.725116216926175,2915.186605210987,2985.0031320007456,2856.606036549965,2894.479780104558,-0.03632306490511794,-0.058862597890675716,-0.016560891843427905,-0.02942901441242851,-175.70503906136764,-47.307943610587245,-85.18168716517994,-0.01671488846746394,-0.02942901441242851,-0.4999999999999998,-0.8660254037844388,18,0.976234863189926,1.0,0.9411374021093243,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2787.7526751041
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-08-31,2787.7526751041,2020,8,3,2020-08,2837.4124577514885,2898.13572644403,2871.404716730856,68.21044470763286,64.1998980315246,2809.298092939378,2973.491348202377,2879.642473627205,2863.136610302034,-0.007669324195046512,-0.062464843965517325,-0.031910141402852865,-0.02632914368343109,-185.7386730982771,-91.88979852310513,-75.38393519793408,0.02865374071007143,-0.02632914368343109,-0.8660254037844384,-0.5000000000000004,19,0.9708672061659093,1.0,0.933919514260464,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2719.4787742792496
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-09-30,2719.4787742792496,2020,9,3,2020-09,2772.1765141075757,2865.035104622806,2862.1677016868107,46.8917913358485,77.28801356194055,2787.7526751041,2915.186605210987,2918.0825052065916,2830.3229548077866,-0.02449065924483451,-0.06713389481891274,-0.06805966951687725,-0.03916308573205374,-195.7078309317376,-198.60373092734199,-110.84418052853698,-0.016821335049788,-0.03916308573205374,-1.0,-1.8369701987210297e-16,20,0.9501465524457328,1.0,0.9110472096746096,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2685.1072824143425
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-10-31,2685.1072824143425,2020,10,4,2020-10,2730.7795772658974,2815.0524630250725,2850.795439588348,52.24749057338644,92.3719976618979,2719.4787742792496,2809.298092939378,2985.0031320007456,2821.574427595899,-0.012638999866441902,-0.044207060417392086,-0.10046751588679004,-0.048365601788442736,-124.19081052503543,-299.8958495864031,-136.4671451815566,0.01185165937839261,-0.048365601788442736,-0.8660254037844386,0.5000000000000001,21,0.9418800258786962,1.0,0.89953248411321,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2659.366475620807
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-11-30,2659.366475620807,2020,11,4,2020-11,2687.984177438133,2762.698317594811,2837.2193855487003,30.1592358363772,107.65204999507232,2685.1072824143425,2787.7526751041,2973.491348202377,2822.279124096578,-0.00958650961997709,-0.046053654841708314,-0.10564176444349649,-0.05772379035256481,-128.38619948329324,-314.12487258157034,-162.91264847577122,0.003052490246464812,-0.05772379035256481,-0.5000000000000004,0.8660254037844384,22,0.9373143610840309,1.0,0.8909091073007767,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2619.1975316856333
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2020-12-31,2619.1975316856333,2020,12,4,2020-12,2654.5570965735947,2713.366805340585,2817.3510777367815,33.2170348676006,124.26476995657573,2659.366475620807,2719.4787742792496,2915.186605210987,2857.6172254286535,-0.015104704185532114,-0.03687517017675346,-0.10153349119959054,-0.08343304051411449,-100.2812425936163,-295.9890735253539,-238.41969374302016,-0.0055181945655550235,-0.08343304051411449,-2.4492935982947064e-16,1.0,23,0.9296667186361709,1.0,0.8774521887788019,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2617.2195702890576
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-01-31,2617.2195702890576,2021,1,1,2021-01,2631.927859198499,2681.3537182321984,2797.402205548373,23.783110313833113,136.04653015479914,2619.1975316856333,2685.1072824143425,2809.298092939378,2856.606036549965,-0.0007551783982107096,-0.02528305389133012,-0.06837242481781203,-0.08380100832875925,-67.8877121252849,-192.07852265032034,-239.38646626090758,0.014349525787321404,-0.08380100832875925,0.49999999999999994,0.8660254037844387,24,0.9355892996359477,1.0,0.8767895558403735,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2581.5899520003895
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-02-28,2581.5899520003895,2021,2,1,2021-02,2606.0023513250267,2646.99326438158,2772.564495412805,21.16487688155246,146.47487125138446,2617.2195702890576,2659.366475620807,2787.7526751041,2879.642473627205,-0.013613538081840404,-0.02924626008991893,-0.07395301776403529,-0.1035033079128701,-77.77652362041727,-206.1627231037105,-298.05252162681563,-0.012858359683629694,-0.1035033079128701,0.8660254037844386,0.5000000000000001,25,0.9311198914476536,1.0,0.8648533478321807,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2605.285174454782
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-03-31,2605.285174454782,2021,3,1,2021-03,2601.3648989147428,2627.9609977441687,2746.4980511834874,18.1354306560929,146.05638165943668,2581.5899520003895,2619.1975316856333,2719.4787742792496,2918.0825052065916,0.009178538379432277,-0.0053116869050718885,-0.04199098772327525,-0.10719276449301918,-13.912357230851285,-114.19359982446758,-312.79733075180957,0.02279207646127268,-0.10719276449301918,1.0,6.123233995736766e-17,26,0.9485843885205542,1.0091785383794323,0.8727914374778389,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2581.224342975548
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-04-30,2581.224342975548,2021,4,2,2021-04,2589.36648981024,2610.6471745043696,2712.849818764721,13.787197253235401,131.94400167846194,2605.285174454782,2617.2195702890576,2685.1072824143425,2985.0031320007456,-0.009235392622333305,-0.013753231758669049,-0.03868856195026482,-0.13526913412467956,-35.99522731350953,-103.88293943879444,-403.7787890251975,-0.018413931001765582,-0.13526913412467956,0.8660254037844387,-0.49999999999999983,27,0.9514807362800836,1.0,0.8680786458437237,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2569.801940187052
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-05-31,2569.801940187052,2021,5,2,2021-05,2585.437152539127,2595.719751932077,2679.209034763444,18.11286288358297,108.89931792403048,2581.224342975548,2581.5899520003895,2659.366475620807,2973.491348202377,-0.004425187922770357,-0.004566182868895763,-0.033678899187012834,-0.13576276529587872,-11.788011813337562,-89.56453543375483,-403.68940801532517,0.004810204699562948,-0.13576276529587872,0.49999999999999994,-0.8660254037844387,28,0.959164405181975,1.0,0.8815222790861658,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2569.5758416137273
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-06-30,2569.5758416137273,2021,6,2,2021-06,2573.534041592109,2587.449470253426,2650.4081377970056,6.660955762346029,83.57348382250238,2569.801940187052,2605.285174454782,2619.1975316856333,2915.186605210987,-8.798287906508495e-05,-0.013706496774783083,-0.01894537906042204,-0.11855527978190827,-35.709332841054675,-49.62169007190596,-345.61076359725985,0.004337205043705272,-0.11855527978190827,1.2246467991473532e-16,-1.0,29,0.9695019438589314,1.0,0.9146682753502928,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2617.0013656628603
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-07-31,2617.0013656628603,2021,7,3,2021-07,2585.459715821213,2587.4131028157267,2634.3834105239625,27.316103971679645,67.16214514800824,2569.5758416137273,2581.224342975548,2617.2195702890576,2809.298092939378,0.018456557413518038,0.013860485542325884,-8.337268629443617e-05,-0.06845009711138095,35.77702268731218,-0.21820462619734826,-192.2967272765177,0.018544540292583123,-0.06845009711138095,-0.4999999999999998,-0.8660254037844388,30,0.9934018545699674,1.018456557413518,0.938749476965397,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2697.0862825816293
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-08-31,2697.0862825816293,2021,8,3,2021-08,2627.887829952739,2606.6624912459333,2626.8278778137565,64.44854123646847,51.6480899072238,2617.0013656628603,2569.801940187052,2581.5899520003895,2787.7526751041,0.030601786445183743,0.049530798620734284,0.044738449067693864,-0.03252311201497993,127.28434239457738,115.49633058123982,-90.66639252247069,0.012145229031665705,-0.03252311201497993,-0.8660254037844384,-0.5000000000000004,31,1.026746482082544,1.0496231474871835,0.9917658884086878,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2734.0365771293095
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-09-30,2734.0365771293095,2021,9,3,2021-09,2682.7080751246,2628.1210583583547,2628.0410280512615,59.82775123642417,54.13336468457022,2697.0862825816293,2569.5758416137273,2605.285174454782,2719.4787742792496,0.013700078779946168,0.0640030672970131,0.04941931268674726,0.005353159211149983,164.4607355155822,128.75140267452753,14.557802850059943,-0.016901707665237575,0.005353159211149983,-1.0,-1.8369701987210297e-16,32,1.0403325320825167,1.064003067297013,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.701068961585
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-10-31,2760.701068961585,2021,10,4,2021-10,2730.6079762241748,2658.033846022694,2634.340510263532,31.945684210343757,64.73762447293319,2734.0365771293095,2617.0013656628603,2581.224342975548,2685.1072824143425,0.009752792649274866,0.05491006049296687,0.06953162613488373,0.028152985559396937,143.69970329872467,179.47672598603685,75.59378654724242,-0.003947286130671301,0.028152985559396937,-0.8660254037844386,0.5000000000000001,33,1.0479666763676698,1.0743800685905533,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751.0703399590993
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-11-30,2751.0703399590993,2021,11,4,2021-11,2748.6026620166645,2688.245245984702,2641.9824989583894,13.502438927435822,72.86308115570313,2760.701068961585,2697.0862825816293,2569.801940187052,2659.366475620807,-0.0034885084483660123,0.020015695354691054,0.07053788735129252,0.03448334976731071,53.98405737746998,181.26839977204736,91.70386433829253,-0.013241301097640878,0.03448334976731071,-0.5000000000000004,0.8660254037844384,34,1.041290145201082,1.070632084644519,0.996511491551634,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781.993951924433
97498,3975,94002,zip,CA,CA,Belmont,"San Francisco-Oakland-Berkeley, CA",San Mateo County,94002,2021-12-31,2781.993951924433,2021,12,4,2021-12,2764.5884536150393,2723.6482643698196,2655.548867311623,15.824072289666567,82.72342230426261,2751.0703399590993,2734.0365771293095,2569.5758416137273,2619.1975316856333,0.011240574810527537,0.01754086803237942,0.08266660468651676,0.062155075464670695,47.95737479512354,212.41811031070574,162.79642023879978,0.01472908325889355,0.062155075464670695,-2.4492935982947064e-16,1.0,35,1.0476154237526114,1.0826666046865168,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2792.5522102353207
